PlayerName,On Base CI,Hit CI
Jackie Robinson,8.087164750957855,2.85980685980686
Mel Ott,8.05230632008155,2.533294805596964
Stan Hack,8.051201671891327,3.1377068557919627
Kenny Lofton,8.03831961396537,3.281051344743276
Matt Holliday,8.021734328056754,3.906898774983881
Goose Goslin,8.006360078277886,3.7625964758992283
Brett Butler,7.990248845078338,2.6974013323134094
Hanley Ramirez,7.938802256875029,3.582873851294904
Lance Berkman,7.927457632054044,2.375339414896092
Mike Schmidt,7.905056199324913,2.0356829482304764
Dolph Camilli,7.899229178416996,2.014558232931727
Paul Molitor,7.887767638383674,3.8496510806994677
Billy Herman,7.858787073926515,3.9093933075166323
Kevin Seitzer,7.843216273268087,3.413932542964801
Charlie Keller,7.822032614215277,1.6994165255034819
Johnny Pesky,7.728403209109731,3.5793528505392906
Rusty Greer,7.7078032230704,3.0253205128205125
Kiki Cuyler,7.6693561577636515,3.413487867056935
David Wright,7.642341387058496,3.4507659974558926
Mark Grace,7.622118863049096,3.2353616159195018
Ken Singleton,7.6156752251419375,2.3281570682386925
Vladimir Guerrero,7.529761904761905,3.7607085346215783
Joe Vosmik,7.525948440842058,3.8174861825805224
Roy Cullenbine,7.51974554649501,1.410928646883703
George Selkirk,7.480952380952381,1.7318435754189945
Tommy Henrich,7.4743589743589745,1.9777102330293819
Tony Gwynn,7.45404984423676,4.145826459914219
Rafael Palmeiro,7.44884884884885,2.6910352713866055
Joe Mauer,7.446330465059862,3.4745814307458147
Joe Sewell,7.436827956989248,3.3582978333562363
Eddie Yost,7.423786545557763,1.3318871349887689
Victor Martinez,7.413173027689157,4.121172555043523
Carlos Delgado,7.403281276668373,2.33549301478032
Mike Hargrove,7.39963334498088,2.0206180336767985
Billy Werber,7.381888341543514,2.5224665310964247
Will Clark,7.381834848369109,3.051285498920263
Larry Walker,7.373946697611774,2.6924938994029026
Grady Sizemore,7.3495934959349585,2.737949004280663
Keith Hernandez,7.346628679962014,2.564402810304449
Ryan Zimmerman,7.333940912888281,3.7710958381061475
Jim Thome,7.328409090909091,1.8515407819246466
Gus Suhr,7.313930348258707,2.4595476986781333
Brian Roberts,7.305220883534137,3.666153055983564
Rod Carew,7.299588642441403,3.8092556694052124
Willie Randolph,7.281963738842393,2.169082125603865
David Justice,7.261646018981381,2.2506556929888064
Mo Vaughn,7.25094410592041,2.9089248907576883
Bill Terry,7.243978243978244,3.712809624911536
Roberto Alomar,7.238333333333333,3.623367003367003
Shin-Soo Choo,7.217391304347825,2.83994708994709
Buddy Myer,7.216013306633002,3.0542843670899185
Jason Kendall,7.210631229235879,2.5182774704414794
George Sisler,7.171428571428571,4.630709590426428
Del Bissonette,7.1656626506024095,3.0212885154061624
Pie Traynor,7.164233576642336,4.291894664842681
Taylor Douthit,7.16376327131294,2.684403669724771
Carlos Beltran,7.160856621530779,2.981592582492501
Tim Salmon,7.1458589325999755,2.0676967722717094
Tony Lazzeri,7.140104133666366,2.346708283428753
Zeke Bonura,7.134146341463414,3.528776059136591
Evan Longoria,7.131337432059165,2.5309010503040352
Jason Giambi,7.120512820512819,1.546409214092141
Mark Teixeira,7.109589018603354,2.2873346345695076
Frank Robinson,7.09833535126459,2.2629393343921325
Travis Hafner,7.0734783979817095,1.965873015873016
Ian Kinsler,7.072615467653637,2.3009839413348185
Nick Swisher,7.068494688014365,1.784320976506118
Bernie Williams,7.0675615479457505,2.6019253332337446
Pee Wee Reese,7.066579988081695,2.176222232303528
Justin Morneau,7.0665708812260535,2.3952641165755924
Al Simmons,7.052097921165718,4.4935610027319495
John Olerud,7.0509892949427835,2.329668526731035
Joe Kuhel,7.049302549302549,2.6573395682741245
Carney Lansford,7.045444345444345,3.6850251915084864
Carl Yastrzemski,7.042684567242435,2.4416411199673003
Hack Wilson,7.034595034595036,2.8549019607843142
Buddy Lewis,7.03344671201814,3.3252503700678884
Corey Koskie,7.028914982897845,2.121489824498674
Al Kaline,7.012852502695911,3.0367722875254413
Eddie Mathews,7.0035818713450295,2.098277274951076
Mark McGwire,6.98635522041679,1.4423691195619925
Frankie Frisch,6.977578054216349,4.069199876428792
Hal Trosky,6.973300366089739,3.154331779331779
Elbie Fletcher,6.9711722031309655,2.0693645722399716
Nomar Garciaparra,6.969918699186992,4.261002678913126
Alvin Davis,6.953947368421052,2.279339817270852
Augie Galan,6.9465105601469235,1.9210715272024306
Robinson Cano,6.940028901734105,4.026890526890527
Tim Raines,6.928002351152256,2.213986928104575
Ryan Howard,6.927536231884058,2.492671504297257
Jackie Jensen,6.927023528087358,2.030111028664083
Ken Griffey,6.905673274094327,2.502673350041771
Woody English,6.891898897564485,2.73032538032538
Ryan Braun,6.881702287214098,3.612515953126813
Larry Doby,6.859190370463463,2.4324471426965326
Fernando Vina,6.852391702468297,2.455988455988456
Red Rolfe,6.852083333333333,3.1205475810738967
Bobby Avila,6.846015365210412,2.50713724334414
Barry Larkin,6.823542354235424,2.9020710884644676
Scott Rolen,6.8220992622401075,2.6317460317460317
Ron Santo,6.812689969604864,2.3454319704319704
Pinky Higgins,6.811369509043928,2.5868618335636806
Nick Markakis,6.799734574982568,2.873702781237028
Johnny Mostil,6.798053527980535,2.5178703922961563
Lenny Dykstra,6.789571694599627,2.254289570079044
Matt Lawton,6.7864701019564615,1.8771013490141817
Bill Madlock,6.785897435897436,2.9411973617453064
Billy Williams,6.766294227188081,2.8847417056334894
Johnny Damon,6.753839205058718,2.6046173800259402
Kevin Youkilis,6.75332372485504,2.121509139009139
Nick Etten,6.730834177642689,2.151173708920188
Johnny Mize,6.729210938513265,3.137880262202763
Alex Metzler,6.729209387104125,2.6705501618122978
David Ortiz,6.728682170542636,2.1786691793422173
Willie Mays,6.723581135091926,2.47079675782877
Don Mattingly,6.717293906810035,4.057628205128204
Pete Runnels,6.711764705882352,2.261517615176152
Magglio Ordonez,6.709738805158653,3.596230545045472
Dick Wakefield,6.7093246012652585,2.1541587301587297
Albert Belle,6.707278739778739,2.915891675374434
Bobby Bonds,6.704069648692811,2.5200403096514132
Rafael Furcal,6.703110399145641,2.9643574297188757
Michael Young,6.6944444444444455,4.156906906906907
Ken Williams,6.6926914355485785,3.293355390129584
Ed Bouchee,6.688144329896907,1.8589063589535957
Jason Bay,6.684417253856409,2.2285918628319576
Jack Clark,6.669941128554104,1.8912885939317656
Riggs Stephenson,6.662698412698412,3.7965367965367967
Jose Reyes,6.654924242424243,4.250153379341763
George McQuinn,6.646337752662465,2.38931016429519
Nick Johnson,6.6402550091074675,1.2869415807560136
Jim Wynn,6.628630901693633,1.5124757508863471
Chone Figgins,6.618913857677903,2.5934060016551594
Barney McCosky,6.61728808825583,3.4081402721552947
Tony Phillips,6.612671509281679,1.9349551414768806
Evar Swanson,6.603564180618974,2.7190031152647975
Whitey Kurowski,6.584682704911713,2.400108383533798
Brady Anderson,6.575492169210073,1.755
Jim Rice,6.570294784580498,3.479819526138001
Mike Piazza,6.565720167909949,3.1627628053585504
Justin Upton,6.563914373088685,1.9572031344183245
Joe Cronin,6.553791887125221,2.5013405238931665
Mike Sweeney,6.5353177117882995,2.5908418495229117
Lou Whitaker,6.5089101167532535,2.1638121954820613
Alex Gordon,6.505448985265499,2.171974522292994
Jim Gilliam,6.49532098072244,2.130469371519491
Sid Gordon,6.492441421012849,2.196762325239147
Jose Canseco,6.4920031306892625,1.9868164967562558
Sam Rice,6.490889398572885,4.330917280917281
Rudy York,6.488880592887561,2.2929397317666322
Craig Biggio,6.487668563715747,2.413928786028571
Robin Yount,6.464595294382529,2.9158236325770894
Dick Allen,6.462239583333333,2.576407506702413
Adrian Gonzalez,6.461538461538461,2.7145608628659477
Toby Harrah,6.460600043213819,1.7419908997114346
David DeJesus,6.439705882352942,2.8907008187053758
Mike Greenwell,6.437528135870678,2.711400780616272
Bobby Estalella,6.433333333333333,1.8996138996138996
Hank Aaron,6.429320671569997,3.126882139148494
Chuck Klein,6.426397869912513,3.4529100529100525
Bobby Grich,6.425785045621519,1.7953155300558272
George Brett,6.401146503567024,3.0012052601136165
Dick Bartell,6.397807017543859,2.5592406843755766
Luis Gonzalez,6.3919556008950345,2.1101996369071676
Josh Hamilton,6.381931464174454,3.2525451559934315
Johnny Temple,6.376010528294792,2.366173061762387
Kirby Puckett,6.365924943511151,3.9731308411214954
Eddie Murray,6.352105122016627,2.4633077765607885
Hunter Pence,6.3506172839506165,3.4388888888888887
Kent Hrbek,6.328817975040665,2.310352128733835
Danny Tartabull,6.321055455299224,2.053505933117583
Moises Alou,6.321047280122013,2.4825447457026404
Harmon Killebrew,6.319433578396068,1.5816024657751278
Elvis Andrus,6.314222009874183,4.144927536231884
Tommy Holmes,6.311241885012376,3.4693632358830597
Bobby Doerr,6.283190883190883,2.7866705755887815
Mule Haas,6.268224932249322,3.2500842869553708
John Stone,6.265136876006442,2.9417009602194795
Billy Butler,6.260800733241678,3.141221537407978
Happy Felsch,6.252386219974716,2.9557217428358364
Rocky Colavito,6.25075722332006,2.096044130426569
Taffy Wright,6.244319950202303,2.5365853658536586
Luis Castillo,6.238178520533748,2.611581513588575
Whitey Witt,6.2346875155868124,2.2755318077599553
Fred McGriff,6.234012923351159,2.2804667242869487
Jo-Jo Moore,6.227061232086357,3.9508196721311477
Cal Ripken,6.219440300140074,2.5189421003813255
Roberto Clemente,6.204389379683498,3.5689215888766554
Charlie Jamieson,6.202574525745258,3.2043293293293296
John Mayberry,6.1860592694995775,1.6998143824010814
Al Smith,6.185015290519878,2.088206049009993
Quilvio Veras,6.18288335064036,2.1985653235653237
Phil Bradley,6.178177231157363,2.280365296803653
Jeff Kent,6.173938503943087,2.6686560032614834
Snuffy Stirnweiss,6.172962122617501,2.016155023769237
Dwayne Murphy,6.170091896407686,1.0651909979271543
Nellie Fox,6.164869289403313,2.8004210707750943
Heinie Manush,6.164186507936509,4.168043148491488
Jason Thompson,6.143622760738025,1.6905291790306627
Adam Dunn,6.132239382239383,1.4817307692307693
Charlie Hollocher,6.13030303030303,3.434285714285714
Ryne Sandberg,6.122160033167496,3.2132103346389065
Johnny Frederick,6.115942028985508,3.1927437641723357
Hideki Matsui,6.105039465695203,2.474700204738227
Joe Judge,6.099059561128526,2.5306412337662336
Buddy Bell,6.098186325459053,2.679741887622629
David Eckstein,6.077424157826168,2.433398130149033
Lou Boudreau,6.072908572908573,2.700595286733307
Wally Moses,6.070629013452861,2.5787102535297044
Edgardo Alfonzo,6.070042530568846,2.314285714285714
Ron Hunt,6.068348685088773,1.797423620611035
Red Kress,6.061127052446995,2.90073775989269
Jeff Heath,6.056937799043062,2.307851568721134
Ron LeFlore,6.053312629399586,3.6757877280265343
Cecil Travis,6.04724111866969,3.5794306703397614
Lloyd Waner,6.046644664466446,3.7002801120448177
Reggie Smith,6.031468531468531,2.3441162847441928
Bruce Bochte,6.0147663071391895,2.228796820988894
Rickie Weeks,6.014285714285715,1.9003058103975532
Pedro Guerrero,6.007542675664946,3.0760271525544844
Gregg Jefferies,6.001902432395706,3.3915438061345533
Dave Bancroft,5.983536360280546,2.2556066977308027
Roy Johnson,5.973957553992718,2.4763572878050994
Aramis Ramirez,5.950162477340885,2.3391960914945593
Jack Cust,5.941311924321634,0.9526515151515151
George Case,5.93623104278842,3.2715537113877367
Chili Davis,5.935480693459417,2.0391955372871404
Ben Grieve,5.919517102615694,1.3052959501557633
Don Hurst,5.918847058180227,2.8326580724370785
Enos Slaughter,5.91717791411043,2.015691435513262
Lonny Frey,5.901581027667984,2.211562816616008
Greg Luzinski,5.895445205929078,2.202092075655294
Mickey Tettleton,5.888979480907731,0.9914826352765527
Gene Tenace,5.884438501308186,0.36952103216684334
Reggie Jackson,5.882962962962964,1.647459312994118
Sam West,5.8827487965419,1.9534631430663574
Dwight Evans,5.8741666666666665,1.8643717524799246
George Kell,5.866686314962178,3.1642298537912272
Bob Meusel,5.860171218915614,3.6352447552447553
Wally Berger,5.84785448469659,3.078019839041737
J.D. Drew,5.827208252740168,1.8951335408815337
Bill Dickey,5.815439955727726,2.400923469888987
Sal Bando,5.8153361459272,1.660747058188492
Miguel Tejada,5.815269385699899,3.351908139142182
Bob Dillinger,5.812820512820513,3.295614519992629
Harry Rice,5.800497976968565,2.6507389162561577
Joe Medwick,5.794784580498867,4.169148891851358
Stan Spence,5.77257623392889,1.9566850773747326
Ray Sanders,5.772108843537414,1.944761904761905
Ira Flagstead,5.769056486654253,1.8757255082672284
Jim Bottomley,5.761492485221299,2.742936507936508
Hersh Martin,5.758771929824562,2.4998422939068106
Jay Buhner,5.757976238152449,1.2976977307777045
Steve Sax,5.755394291243348,3.098149682408174
Baby Doll Jacobson,5.749198453348697,3.323894830974149
Chet Lemon,5.74858934169279,1.9741332241332241
Juan Gonzalez,5.747997861185542,3.0991766798615856
Paul Konerko,5.744644293502547,2.4555363695229873
Matt Kemp,5.742605915267785,2.975095785440613
Derrek Lee,5.734142220304861,2.175520740608866
Brad Hawpe,5.731660231660232,1.2676375404530746
Bobby Higginson,5.731282664540704,2.085256200510438
Eric Young,5.72929177390144,1.9455033410012048
Sparky Adams,5.711506003831922,2.494773519163763
Randy Milligan,5.701234567901235,0.9879271536730099
Frank McCormick,5.692645059597848,3.3000820350893485
Marty Barrett,5.6907723447320775,2.257321862766168
Vern Stephens,5.688671418535111,2.218194636400441
Shawn Green,5.68822663723326,2.4117106314948042
Tadahito Iguchi,5.687687687687688,2.9115646258503403
Jim Edmonds,5.68327796234773,2.011844502935817
Wally Moon,5.680410742496051,1.8235892221657346
Jack Burns,5.678337635132607,3.431732580037665
Bill Mueller,5.676403207331043,2.187933651729912
Carlos Lee,5.6749577845322525,3.023158990372105
Lyn Lary,5.674269005847954,1.970164903250405
Monte Irvin,5.669143639531989,1.7490391057512606
Gary Matthews,5.6674131218972095,2.1082779009608275
Bill North,5.662526416002343,1.540504863362668
Lou Brock,5.661522633744856,3.5631403858948762
Dave Winfield,5.659530321607093,2.3741663263917245
Ryan Klesko,5.657257190466608,1.8457215130669704
Jerry Remy,5.655898876404495,3.4123287671232876
Julio Franco,5.654576291124015,2.5297329677387483
Del Ennis,5.653381419257594,2.6549043689014202
Eddie Joost,5.651450123553128,1.4044887278582927
Ellis Burks,5.647326064382139,2.3915716521350325
George Grantham,5.645427489177489,2.1073707370737074
Duke Snider,5.637748335666358,2.1008608710855903
Jimmy Dykes,5.632683776425246,2.1396261756735213
Gil Hodges,5.62690017614148,1.9348148148148148
Lyman Bostock,5.62672636549942,3.380928551570753
Juan Pierre,5.62170078154985,2.784717400361061
Carl Crawford,5.618982682047155,3.355836630402463
Willie Kamm,5.616437045541524,1.9612116228070173
Topper Rigney,5.616049382716049,1.6558730158730157
Jerry Priddy,5.610532407407407,2.252767565359477
Josh Willingham,5.606915377616015,1.6963449706899743
Joe Torre,5.60189790201795,2.6853557602456277
Gil McDougald,5.598373983739838,2.1184371184371185
Aaron Robinson,5.595050505050505,1.4130233634050429
John Kruk,5.593971631205673,1.684251891148443
Brian Downing,5.588630841385545,1.5797012482095356
Lefty O'Doul,5.583654815278212,3.048964077691405
Jose Bautista,5.579001311225082,1.4721712538226301
Chase Headley,5.5773809523809526,2.295238095238095
Bob Elliott,5.577256077256077,2.1856435643564356
Jayson Werth,5.573369565217391,1.6604999851017548
Marty Cordova,5.570469798657719,1.896825396825397
Fred Schulte,5.569845857418112,2.478609625668449
Stephen Drew,5.568656489709121,2.3604651162790695
Marcus Giles,5.563428571428571,2.158927949878176
Tino Martinez,5.556184486373166,1.9544770504138451
Albie Pearson,5.556099151989563,1.4218120322394932
Tim Naehring,5.553921568627452,2.2287461773700303
Chick Hafey,5.5523252832897505,3.3275953961930056
Jose Vidro,5.548048048048048,2.6805389732219
Orlando Cepeda,5.546662309829966,2.79947276628458
Mike Kreevich,5.53839789418537,3.1642318129437563
Wally Judnich,5.530465949820788,2.240079365079365
Mickey Vernon,5.515933494689389,2.53737515738453
Joe Hauser,5.514912280701754,1.540740740740741
Steve Kemp,5.514315845807559,2.0106828232650815
Lance Richbourg,5.514195027332041,4.043663082437276
Doc Cramer,5.5141000220312835,3.375165409868242
Cecil Cooper,5.512418300653596,3.1709259675125385
Raul Mondesi,5.511710417482913,2.8052410901467506
John Jaha,5.502019975311413,1.3646510329424906
Dale Murphy,5.501464953797611,2.090363511659808
Curt Walker,5.499843505477308,2.710932260228035
Dixie Walker,5.493640505835629,2.1430500551633536
Bruce Campbell,5.48924777490669,2.2280187648608702
Ron Cey,5.486983218157917,1.5156579428109918
Amos Otis,5.485054427772876,2.71131056693107
Edgar Renteria,5.480026038052565,2.456628158978657
Andre Thornton,5.479429536668594,1.28703470953209
Mike Lowell,5.47844604223345,2.481660023780924
Darrell Evans,5.477012539303709,1.2824418840771055
Dave Parker,5.468072769982176,3.0656220349858523
Corey Hart,5.466241174832507,2.8045877757217963
Frankie Crosetti,5.465086503515124,1.8957143297998735
Ken Boyer,5.455591054313099,2.7516903088956646
Garrett Atkins,5.453350296861747,2.3299689440993787
Willie Jones,5.448320413436693,1.5459368104783813
Shane Victorino,5.446959655633822,2.5724817573158805
Larry Hisle,5.446662073382974,2.096078431372549
Joe Gordon,5.436064755384396,2.1887415207861456
Ray Durham,5.430424965456813,2.354027626597472
Gene Woodling,5.4287094164664405,1.4020050125313286
Roy White,5.427083333333333,1.848601488324352
Norm Cash,5.422077114427861,1.6047878396258346
Don Baylor,5.419444444444444,1.7597313797313798
Bip Roberts,5.407015090300079,2.164584330968032
Carson Bigbee,5.406352162218084,2.3739191323262117
B.J. Upton,5.398842434800172,1.8752958013047698
Willie McCovey,5.393673308566925,1.2605592347314198
Dave Cash,5.392424242424242,3.1318681318681314
Ivan Calderon,5.390220517737297,2.1308872305140962
Carl Furillo,5.387187572797882,2.5065895163456138
Sean Casey,5.377259015494309,2.7776257888946785
Rico Carty,5.377170138888888,2.44782393669634
Eric Davis,5.3752450980392155,1.7853033723548224
Carlos May,5.372481289579735,2.2280876494023905
Cookie Lavagetto,5.367870082815735,1.4557504124708425
Johnny Hodapp,5.3656093118308235,3.7108149088472793
Lyle Overbay,5.3565048986101615,1.5403645507021195
Rusty Staub,5.35415378272521,2.067427949972811
Billy Goodman,5.349809867821939,2.2501468534402664
Heinie Sand,5.348678802113916,1.921015501717256
Pat Burrell,5.343662116028907,1.3624389304465934
Johnny Lipon,5.340186915887851,1.5238095238095237
Pete Reiser,5.33961510530138,1.3313131313131314
Darryl Hamilton,5.333568806400187,2.4142224681793025
Odell Hale,5.330321285140562,2.161375727870638
Chad Curtis,5.3264012675777375,1.6585419411506368
Bill Doran,5.324675324675325,1.8091251298027
Cesar Tovar,5.323871627669096,2.570127504553734
Dan Uggla,5.323805264369259,1.8278436539306104
Rick Burleson,5.32305000853388,2.5547116282410403
Jimmy Rollins,5.316811310981069,2.64716573337263
Jim Russell,5.316300257476729,1.7029356876256099
Robin Ventura,5.31484875460369,1.639102623528321
Billy Johnson,5.310624493106245,1.8354584092289008
Andres Galarraga,5.30970625798212,2.40942381760358
Hank Thompson,5.308936835074662,1.3285220704575542
Felix Millan,5.298770252324037,2.8176980198019805
Jhonny Peralta,5.288179103544237,2.1582221509228807
Troy Tulowitzki,5.284900284900285,2.9934210526315788
Dick Siebert,5.283625730994152,2.724610591900312
Gene Richards,5.282452707110242,2.6623325453112687
Rip Radcliff,5.279739539401375,3.3085593669350017
Yunel Escobar,5.278824372759856,1.992676751825581
Edwin Encarnacion,5.276234567901235,1.9389554688467732
Dusty Baker,5.269210799584632,2.614330529185704
Al Dark,5.2690436084596675,3.3530548451264566
Tom Tresh,5.267468499427262,1.3378288378288377
Earl Webb,5.264444444444444,1.6583747927031507
Placido Polanco,5.260927960927961,2.8145078531633168
Paul O'Neill,5.260242677317841,2.4394955826826497
Dexter Fowler,5.25,1.9826086956521738
Babe Herman,5.247256515775034,3.0338204215158355
Vernon Wells,5.21192387939135,2.4946643470330496
Danny O'Connell,5.208582834331337,1.7689393939393938
Darryl Strawberry,5.208304650165116,1.567388646519392
Jay Bruce,5.208058608058608,2.0361449970458416
Harvey Kuenn,5.207418865176115,3.2631867326064543
Bill Tuttle,5.197530864197531,2.0854374633000585
Richie Zisk,5.197231920145458,2.1474045417786813
Fresco Thompson,5.195597484276729,2.841207349081365
Floyd Robinson,5.195226628663161,1.4173738447456223
Alan Trammell,5.189648028924775,2.169475670685348
Jose Offerman,5.187261535867114,2.025638471912982
Carlos Guillen,5.18622848200313,2.3554778554778557
Pepper Martin,5.183712121212121,2.1795783926218713
Jody Reed,5.182926829268293,1.975180885074878
Curtis Granderson,5.1794281327960086,1.589373322225308
Vince Coleman,5.175295556461476,2.1686787391012743
Mike Lansing,5.170484917907598,2.641815645999747
Cecil Fielder,5.166134771284986,1.6788510903866989
Carlton Fisk,5.165092638524713,2.1896690839982953
Pat Duncan,5.163025210084034,3.275622831914223
Tony Lupien,5.16025641025641,2.6011482607227285
Carlos Pena,5.1574177877429,1.2162070328909975
Melky Cabrera,5.153860588897609,2.375820770519263
Fred Lynn,5.14094627184804,2.3066767068273095
Kelly Johnson,5.1383265598241445,1.6855345911949684
Bill Melton,5.137647957235586,1.7582222222222221
Milton Bradley,5.13671592775041,1.596701390819038
Tony Fernandez,5.133710312473821,2.737396674618982
Pinky Whitney,5.130146082337318,2.8177350427350425
Cesar Cedeno,5.125347335730631,2.560386473429952
Darin Erstad,5.122950819672131,2.6279404322995736
Luis Aparicio,5.117333849395353,2.3429501796887826
Jigger Statz,5.112719684946804,2.426198070934913
Tom Herr,5.110206316274781,1.962191196406649
Ray Lankford,5.105473586912921,1.7580845334269988
Torii Hunter,5.103184713375796,2.4436529707595365
Martin Prado,5.100564971751412,2.7625754527162982
Don Buford,5.097584541062802,1.778427385188951
Jermaine Dye,5.092907092907093,2.482588566827697
Dick Dietz,5.090614886731392,0.4817518248175183
Ken Griffey,5.088261929641241,2.2738437001594893
Pablo Sandoval,5.0850877192982455,2.9884057971014495
Jeromy Burnitz,5.0850163065278435,1.5095589352168302
Earl Torgeson,5.084677419354839,0.8764335651033893
Joe Foy,5.08054818744474,1.3607181197760907
Al Oliver,5.077058259788102,3.2935542351745313
Wally Joyner,5.076823254218631,2.453287923162638
Bill Bruton,5.07347670250896,2.2571992864424058
Bucky Harris,5.073407056345444,2.21435159564656
Bobby Bonilla,5.072965901903284,2.008120318834605
Richie Sexson,5.065319865319865,1.7377049180327868
Kal Daniels,5.065104166666667,1.6777143796374565
Bob Horner,5.064298818942782,2.2503105056541046
Todd Zeile,5.063492063492064,1.787460214455672
Travis Fryman,5.061938061938062,2.4793850454227813
Ken Caminiti,5.058595641646489,2.0072797974317234
Dick Groat,5.049964430558917,2.6518092986603623
Randy Winn,5.048111888111888,2.2680284610443144
Bobby Murcer,5.046905537459284,2.053498609823911
Mark McLemore,5.046666666666667,1.69650759574136
Russell Martin,5.044717940853206,1.6437005746145532
Tommy Harper,5.04081511608202,1.5764823937237729
Maury Wills,5.032097649186257,2.474896938420072
Troy Glaus,5.031921392346704,1.5613168178783237
Boog Powell,5.030497364834715,1.5055959005312962
Leon Durham,5.028809523809524,2.1904761904761902
Frank Demaree,5.021684897332566,2.549954389120435
Willie Stargell,5.0209380234505865,1.6827224878072335
Kevin Mitchell,5.018503832936823,2.0346302346302347
Eddie Moore,5.011111111111111,1.9621656881930856
Reggie Sanders,5.010670488931358,1.9199346405228759
Randy Velarde,5.009068913591526,1.9214798151750971
Bob Allison,5.008512544802867,1.199505590201697
Jason Bartlett,5.000946073793756,2.1448700284743274
Tony Oliva,5.000405515004055,2.9426802395942517
Dale Mitchell,5.0,2.713522012578616
Eric Chavez,4.999979414337914,1.8738683482516503
Frank Howard,4.996512605419791,1.564792134295456
Jeff Cirillo,4.9960580065359474,2.021147262902582
Beau Bell,4.994187675070028,2.429193899782135
Michael Bourn,4.993438320209974,2.515964729086901
Damaso Garcia,4.990461847389558,3.848848848848849
Orlando Hudson,4.98989898989899,2.5317460317460316
Aubrey Huff,4.98768495542689,2.2816698124841928
Jerry Browne,4.985975751247245,1.7492936318191699
Johnny Ray,4.985483082680518,3.0017141521439883
Andruw Jones,4.983071714373653,1.6214416896235078
Marty McManus,4.981785063752277,2.638796872353864
Buster Adams,4.977979797979798,1.9282138242894054
Mark Grudzielanek,4.967678973473499,3.3095582868310145
Ken Keltner,4.965693228491137,2.213418655263408
Pete Fox,4.963742225750959,3.529882398303451
Billy Rogell,4.96198279869828,1.6539297767393562
Jorge Posada,4.960018852636303,1.4862569320808598
J.T. Snow,4.959293942772203,1.4737129525644208
Davey Lopes,4.958674666621212,1.6968388441937352
Delino DeShields,4.954232147780535,1.9890819964349375
Curt Flood,4.953253725816903,2.7178711686244212
Steve Finley,4.944820781077868,2.091789662290232
Dave Hollins,4.944728389889679,1.5160148174059673
Wes Parker,4.943641528331939,1.744758430490288
